sedol,country,marketclass,security,industry,weightchange,excessvolume,pricechangepercent
BZ07696,TURKEY,EM,EREGLI DEMIR CELIK FABRI,Materials,1.197155065,1.621878853,0
BDDJSX3,TAIWAN,EM,FORMOSA TAFFETA CO,Consumer Durables & Apparel,1.198030476,0.242323897,-0.037797196
B04KFT9,KOREA,EMSC,HUONS GLOBAL,Health Care Equipment & Services,1.19804538,1.905842908,-0.025
BDCHQL2,PORTUGAL,DMSC,MOTA ENGIL SGPS,Capital Goods,1.198898433,0.094804318,-0.072380952
B1Y1P66,KOREA,EMSC,JEIL PHARMACEUTICAL CO,"Pharmaceuticals, Biotechnology & Life Sciences",1.199526543,0.342876433,0.01521217
5186002,ITALY,DMSC,IREN,Utilities,1.199885769,0.001397881,0.058823529
B58XPH7,JAPAN,DMSC,YOMIURI LAND CO,Consumer Services,1.199894258,-0.11670079,-0.017045455
5374216,USA,DMSC,MERCURY GENERAL CORP,Insurance,1.19991236,-0.218217464,0.089147287
B04VNK9,KOREA,EMSC,LOTTE NON-LIFE INS CO,Insurance,1.200000937,0.222390078,-0.010510511
4691916,JAPAN,DMSC,NOEVIR HOLDINGS CO,Household & Personal Products,1.202438511,-0.337397377,0.020179372
BP26BK7,HONG KONG,DMSC,MODERN DENTAL GROUP,Health Care Equipment & Services,1.203378465,0.051381288,0.048101266
B00ZG06,POLAND,EM,POLSKA GRUPA ENER,Utilities,1.204139827,-0.178864175,-0.01897019
B3MVZM8,INDIA,EMSC,JAIPRAKASH ASSOCIATES,Capital Goods,1.204444847,0.636181613,-0.023331894
7742123,KOREA,EMSC,SEOBU T&D,Retailing,1.204706124,-0.306901337,0.013357079
BNH7Q17,ITALY,DMSC,CIR,Capital Goods,1.206999887,1.668094772,0.04379562
B15KGC5,JAPAN,DMSC,FUTURE CORP,Software & Services,1.207419552,-0.231245042,0.02955665
BBH7MR1,JAPAN,DMSC,TOSHIBA TEC CORP,Technology Hardware & Equipment,1.207490456,-0.379168629,0
7057720,RUSSIA,EM,MOBILE TELESYS ADR,Telecommunication Services,1.207627119,-0.098384168,0.037974684
B1L7YL5,MALAYSIA,EMSC,MALAYSIAN PACIFIC IND,Semiconductors & Semiconductor Equipment,1.207940235,0.00276518,-0.096918489
B182K93,AUSTRIA,DMSC,UNIQA INSURANCE GROUP,Insurance,1.208170207,-0.325940484,0.010380623
B01VHW2,JAPAN,DMSC,FUKUDA CORP,Capital Goods,1.209003551,-0.478597841,0.011039558
B1W5NW2,RUSSIA,EMSC,M VIDEO(RUB),Retailing,1.209305854,-0.034969476,0.036248301
BQSSWW3,KOREA,EMSC,NAMYANG DAIRY PRODUCTS,Food Beverage & Tobacco,1.209319592,-0.02293774,0.041666667
B09RMQ1,GERMANY,DMSC,NEMETSCHEK,Software & Services,1.209633232,0.435670974,0.024102564
B4V6DD8,USA,DMSC,PC CONNECTION,Technology Hardware & Equipment,1.210612148,0.13099133,-0.030898876
BYNZ5N7,USA,DMSC,BANCFIRST CORP,Banks,1.210790038,-0.092966332,-0.012307692
B06T259,KOREA,EMSC,KOREA AUTOGLASS,Automobiles & Components,1.211326621,-0.375970815,-0.021834061
B0LGG75,KOREA,EMSC,HYUNDAI GREEN FOOD CO,Food & Staples Retailing,1.211697836,-0.345099759,-0.014184397
B4PKZG3,JAPAN,DMSC,YONEX CO,Consumer Durables & Apparel,1.212194477,-0.40110436,-0.008097166
4852832,TAIWAN,EMSC,CHLITINA HOLDING,Household & Personal Products,1.213081622,-0.369727599,0
5258246,CHINA,EM,SHANGHAI INDL HOLDINGS,Capital Goods,1.213460197,0.316788761,-0.047058824
B15SLC4,UNITED KINGDOM,DMSC,SPORTS DIRECT INTL,Retailing,1.215335196,-0.15354006,-0.03455842
B0YWFR3,CANADA,DMSC,ARTIS REIT,Real Estate,1.215787025,0.508069725,0.090116279
B55WMQ5,MALAYSIA,EM,DIGI.COM,Telecommunication Services,1.217221435,0.96624606,0.032258065
BQZHXB9,BELGIUM,DMSC,BIOCARTIS GROUP,Health Care Equipment & Services,1.21735835,-0.115193645,-0.013513514
6426484,FINLAND,DMSC,SANOMA,Media,1.21749189,0.530649548,-0.00173913
B6ZFBN1,CHINA,EM,CHINA POWER INTL,Utilities,1.219443795,-0.345526581,0.014778325
B4P0G71,FRANCE,DM,IMERYS,Materials,1.220024344,0.018348534,0.010067114
6340250,BRAZIL,EM,MULTIPLAN EMPREENDIM ON,Real Estate,1.220474676,1.291818665,0
6687980,TAIWAN,EMSC,TON YI INDUSTRIAL,Materials,1.220541323,0.054643361,0.018716578
BL10N28,JAPAN,DMSC,MISAWA HOMES CO,Consumer Durables & Apparel,1.220804429,1.843502203,-0.006521739
6299192,TAIWAN,EMSC,EVERGREEN INTERNATIONAL,Transportation,1.221394852,-0.125240005,0.007968127
6459286,CHINA,EM,CHINA NATL BUILDING H,Materials,1.221409314,0.744344657,0.018425461
BTDY2M7,AUSTRALIA,DMSC,MYOB GROUP,Software & Services,1.221491745,-0.100698162,0.017667845
6584519,KOREA,EMSC,SEOYON E-HWA CO,Automobiles & Components,1.222111571,-0.323264805,-0.007233273
6634522,FRANCE,DMSC,SRP GROUPE,Retailing,1.222207392,-0.317385169,0.012
BRK94T2,JAPAN,DMSC,COSMOS PHARMACEUTICAL,Food & Staples Retailing,1.223939717,1.746073039,-0.109756098
6093275,JAPAN,DMSC,LIFULL CO,Media,1.224360056,-0.145134161,0
6823193,DENMARK,DMSC,IC GROUP,Consumer Durables & Apparel,1.22469574,-0.483132525,-0.004545455
B0C5VF4,CHILE,EM,AGUAS ANDINAS,Utilities,1.224877673,0.082280293,0.008379888
B6R3JL7,KOREA,EMSC,DONG-A SOCIO HOLDINGS,"Pharmaceuticals, Biotechnology & Life Sciences",1.224878081,0.028905667,-0.010141988
6287250,TAIWAN,EMSC,TWI PHARMACEUTICALS,"Pharmaceuticals, Biotechnology & Life Sciences",1.224892222,-0.588681121,0.018072289
B76CYL7,JAPAN,DMSC,AOKI HOLDINGS,Retailing,1.225634517,0.882918993,-0.003759398
B1Y43C7,USA,DMSC,LORAL SPACE & COMMU,Media,1.226914045,0.469098671,0.022494888
BCZVPY0,CHINA,EMSC,NATIONAL AGRI HOLDINGS,Software & Services,1.227123532,-0.240524665,-0.018324607
B13ZSL5,AUSTRALIA,DM,FORTESCUE METALS GROUP,Materials,1.227174342,-0.303229548,-0.007773205
BZCNN35,POLAND,EM,GRUPA AZOTY,Materials,1.227228066,0.271145157,-0.008193187
4657736,JAPAN,DMSC,COOKPAD,Software & Services,1.227315398,1.791560985,0.036783576
BGQYC45,CHINA,EM,SHANDONG WEIGAO GROUP H,Health Care Equipment & Services,1.227800762,0.403996302,-0.042756184
7025471,JAPAN,DMSC,CLEANUP CORP,Consumer Durables & Apparel,1.228206925,0.54645414,0.007407407
B0B9GS5,JAPAN,DMSC,DAIBIRU CORPORATION,Real Estate,1.22859764,-0.075602862,0.001840604
B233HR5,JAPAN,DMSC,KUSURI NO AOKI HOLDINGS,Food & Staples Retailing,1.228614172,0.299943762,0.003843466
5962934,MALAYSIA,EMSC,SUNWAY CONSTRUCTION,Capital Goods,1.229165973,0.961018508,0.002116722
5973992,CHINA,EM,WANT WANT CHINA HLDGS,Food Beverage & Tobacco,1.229829793,0.42789227,-0.004343105
7018556,USA,DMSC,CASCADE BANCORP,Banks,1.231021259,1.041282496,0.00198906
B0LCB01,CHINA,EMSC,HUANGSHI DONGBEI ELECT B,Capital Goods,1.231583232,0.194196486,0.030063291
BDHFV61,USA,DMSC,WORLD WRESTLING ENTMT A,Media,1.232206905,-0.554871469,0.039647577
BN791J6,THAILAND,EMSC,RS,Media,1.233861603,-0.081953288,0.004441977
BD6DG27,USA,DMSC,LINDBLAD EXPEDITIONS,Consumer Services,1.234459129,2.476463507,0.004389816
BZ0Y0T5,ISRAEL,DMSC,MENORA MIVTACHIM HLDG 1,Insurance,1.234913283,-0.01812661,0.014388489
BJ4XBW6,HONG KONG,DMSC,SHUN TAK HOLDINGS,Capital Goods,1.235106053,0.193563893,0.02685624
BZ1N262,KOREA,EMSC,SK GAS CO,Energy,1.235300387,0.145555823,0.056876939
4408752,CHINA,EMSC,NOAH HOLDINGS ADR,Diversified Financials,1.235990555,-0.12317261,-0.008203445
BVGH0K1,CHINA,EMSC,SINOSOFT TECHNOLOGY GRP,Software & Services,1.236364708,0.713380238,0.005532503
4093437,AUSTRALIA,DMSC,ENERGY WORLD CORP,Utilities,1.236822145,1.749504238,-0.015306122
7240371,CANADA,DMSC,BOARDWALK REIT,Real Estate,1.238256609,0.073869904,0.005805515
5473124,BRAZIL,EMSC,ECORODOVIAS INFRA LOG ON,Transportation,1.238451046,1.838987101,0.03008596
BZBXJW7,USA,DMSC,BLUE BUFFALO PET PRDCTS,Food Beverage & Tobacco,1.239888424,0.343578968,0.012903226
BZ1DP29,CHINA,EMSC,EHI CAR SERVICES A ADR,Transportation,1.240038536,0.076989675,-0.008
BJZ2Z08,INDONESIA,EMSC,SITARA PROPERTINDO,Capital Goods,1.240110924,0.666605603,0
4152651,BRAZIL,EM,DURATEX ON (NEW),Materials,1.240931022,-0.370879543,0.014354067
B5BLGL9,JAPAN,DMSC,CREATE RESTAURANTS HLDGS,Consumer Services,1.2409732,-0.393688873,0.004366812
BYWKGQ3,BRAZIL,EMSC,B2W CIA DIGITAL ON,Retailing,1.241011217,0.093357661,0.016842105
BYTHBX9,KOREA,EMSC,FARMSCO,Food Beverage & Tobacco,1.24131399,-0.008604033,0.004878049
B0XP0T0,JAPAN,DMSC,YURTEC CORP,Capital Goods,1.242194457,-0.0642342,0.007770008
BYZYH36,THAILAND,EM,PTT GLOBAL CHEMICAL,Materials,1.243589532,0.607185901,0.002512563
B99K2H4,HONG KONG,DMSC,CITIC TELECOM INTL HLDGS,Telecommunication Services,1.24576295,0.571781654,0.054982818
B033YF8,JAPAN,DMSC,GREE,Software & Services,1.2457882,0.061033054,0.013289037
B3K5QQ3,CHINA,EMSC,UNITED PHOTOVOLTAIC (CN),Utilities,1.245838855,0.069186956,0.015957447
BYZZPN5,SWITZERLAND,DMSC,INTERSHOP HOLDING INH,Real Estate,1.24746668,-0.074301693,0.042127435
BN7PJ67,HUNGARY,EMSC,MAGYAR TELEKOM,Telecommunication Services,1.247512953,0.182916048,-0.002561913
B3YWDL4,TAIWAN,EMSC,ASMEDIA TECHNOLOGY,Semiconductors & Semiconductor Equipment,1.248308749,3.507476151,-0.038461538
BHBFFY1,GREECE,EMSC,TERNA ENERGY,Utilities,1.248936352,2.296552822,0.008080808
B1323T9,CHINA,EMSC,XINYI SOLAR HLDGS (CN),Semiconductors & Semiconductor Equipment,1.249268226,-0.434262293,-0.012371134
BYSXJB2,JAPAN,DMSC,TOENEC CORP,Capital Goods,1.249324238,-0.052410248,0.008480565
B03RSL4,INDONESIA,EM,AKR CORPORINDO,Capital Goods,1.249481499,-0.287168726,0.037037037
BVFB413,CHINA,EMSC,POU SHENG INTL HOLDINGS,Retailing,1.249839906,-0.624473277,0.01369863
4294735,INDIA,EM,AUROBINDO PHARMA,"Pharmaceuticals, Biotechnology & Life Sciences",1.251161477,-0.646446821,0.009174312
B0M42T2,KOREA,EMSC,SHOWBOX CORP,Media,1.251858167,2.683171483,-0.005142857
BVRZ9V8,MALAYSIA,EMSC,DATASONIC GROUP,Software & Services,1.25220187,-0.101659043,0.047516668
BWDBJ06,JAPAN,DMSC,FUSO CHEMICAL CO,Materials,1.25275832,-0.079465734,0.019950125
B1Y4VX4,CHINA,EMSC,SHUI ON LAND (CN),Real Estate,1.253020317,-0.096004161,0.0180798
B0LC9F2,JAPAN,DM,HIKARI TSUSHIN,Retailing,1.253625641,0.052564722,0.006001847
BD6S127,JAPAN,DMSC,PLENUS CO,Consumer Services,1.254826114,0.141185823,-0.063015506
BRJ3BP0,USA,DM,PLAINS GP HOLDINGS A,Energy,1.254879871,-0.07085078,-0.01510574
B010FR0,CHINA,EMSC,CHINA TRAVEL INTL,Consumer Services,1.255990482,0.149915697,0.0125
4407599,ITALY,DMSC,ASTALDI,Capital Goods,1.256288522,-0.269128218,0.008547009
B2827W2,BRAZIL,EMSC,LIGHT ON,Utilities,1.256981573,2.386539937,0.084057971
BXRTNW3,JAPAN,DMSC,CHUKYO BANK (THE),Banks,1.258400656,1.04859107,0.016891892
BXBZB01,JAPAN,DMSC,SHINNIHON CORP,Capital Goods,1.258617503,-0.023440485,0.005555556
BVFZND0,HONG KONG,DM,WHARF HOLDINGS,Real Estate,1.259204917,-0.554880093,0.023121387
5036066,CANADA,DMSC,COMINAR REIT,Real Estate,1.259844009,-0.220446815,0.013488975
4449137,INDIA,EM,GRASIM INDUSTRIES,Materials,1.260217945,-0.195895423,0.008191126
BYZJ8V6,COLOMBIA,EMSC,CORP FIN COLOMBIANA,Diversified Financials,1.260249708,-0.540380195,0.023715415
B0LDBX7,TAIWAN,EMSC,LI CHENG ENTERPRISE,Consumer Durables & Apparel,1.260321552,-0.505635629,0.007905138
7371431,FRANCE,DMSC,BONDUELLE,Food Beverage & Tobacco,1.260654352,0.026482856,-0.006752194
BQY78Q0,CANADA,DM,JEAN COUTU GROUP A,Food & Staples Retailing,1.261204744,0.16130699,0.011952191
BZ01XT7,SPAIN,DM,INTL AIRLINES GROUP,Transportation,1.261658945,-0.106712038,0.060498221
B142FZ8,USA,DMSC,FRONTIER COMMUNICATIONS,Telecommunication Services,1.261717781,0.391636238,0.020605682
BMNQDC1,KOREA,EMSC,SHINSEGAE FOOD CO,Consumer Services,1.261859601,-0.023176273,0
B0YWGH0,CHINA,EMSC,CHINA TRAD CHINESE MED,"Pharmaceuticals, Biotechnology & Life Sciences",1.262962301,-0.274967312,-0.008316008
BYSY2K5,KOREA,EMSC,SEAH STEEL CORPORATION,Materials,1.263692462,-0.193477306,0.023574561
BTJR9M9,SWEDEN,DMSC,D CARNEGIE,Real Estate,1.264280342,1.373866813,0.017268446
B12W4C0,MALAYSIA,EMSC,PESTECH INTERNATIONAL,Capital Goods,1.264810242,-0.047218373,0.002859867
BYY1RS3,CHINA,EMSC,SEASPAN CORP N,Transportation,1.265582656,1.239795202,0.030434783
BSP5Y25,PHILIPPINES,EMSC,MELCO CROWN,Consumer Services,1.265583662,4.183541254,0.055303343
B1HP071,GERMANY,DMSC,STRATEC BIOMEDICAL,Health Care Equipment & Services,1.266796322,-0.212416117,0.032432432
B3K7KL2,SINGAPORE,DMSC,M1,Telecommunication Services,1.267182963,0.029937675,0.001222868
BYZZCP6,USA,DMSC,AIMMUNE THERAPEUTICS,"Pharmaceuticals, Biotechnology & Life Sciences",1.267220492,-0.228341651,0.048543689
B23PWD2,THAILAND,EMSC,SRI TRANG AGRO INDUSTRY,Automobiles & Components,1.268124153,0.609783382,-0.002985075
B151P43,USA,DMSC,SYNTEL,Software & Services,1.269147203,0.173392352,0.003354579
5262849,SWITZERLAND,DMSC,COSMO PHARMACEUTICALS,"Pharmaceuticals, Biotechnology & Life Sciences",1.269293465,-0.240826218,-0.016666667
4645742,GREECE,EMSC,GRIVALIA PROPERTIES,Real Estate,1.270000334,-0.011471525,0
BD467Z8,INDIA,EM,IDFC BANK,Banks,1.270296824,-0.168098271,-0.006997901
B0FLGQ5,NETHERLANDS,DMSC,BRUNEL INTERNATIONAL,Commercial & Professional Services,1.271288564,-0.41822385,-0.012396694
BYYT1T6,SWEDEN,DMSC,GUNNEBO,Commercial & Professional Services,1.271892947,0.868629158,0.00744879
B1W6PY1,USA,DMSC,AMKOR TECHNOLOGY,Semiconductors & Semiconductor Equipment,1.27261731,-0.037561779,0.010706638
BYYTL07,JAPAN,DM,MITSUBISHI TANABE PHARMA,"Pharmaceuticals, Biotechnology & Life Sciences",1.273234377,-0.118388555,0
4589710,INDIA,EMSC,RELIANCE CAPITAL,Diversified Financials,1.273447299,-0.413577481,0.017741935
BZ0Y0W8,JAPAN,DMSC,GIKEN,Capital Goods,1.27378797,-0.056053465,0.008948546
BYQP7X8,INDONESIA,EM,KALBE FARMA,"Pharmaceuticals, Biotechnology & Life Sciences",1.27391534,0.54778982,0.009933775
BYL6RK3,BRAZIL,EM,CIELO ON,Software & Services,1.274086408,-0.461814429,0.019770774
BZ0CT92,ITALY,DMSC,ASTM,Transportation,1.27412017,-0.139728067,0.003236246
BD4F658,BRAZIL,EM,CSN SIDERURGICA NATL ON,Materials,1.274395338,-0.192888404,0.02189781
4407760,SINGAPORE,DMSC,FAR EAST HPTY TRUST,Real Estate,1.274571618,1.814970311,0.013765978
B04FH87,SOUTH AFRICA,EM,MASSMART HOLDINGS,Food & Staples Retailing,1.275423708,0.251847977,0.074074074
B130WD0,JAPAN,DMSC,KYOEI STEEL,Materials,1.276137423,-0.208917543,0.005415587
7591239,USA,DMSC,PENSKE AUTO GROUP,Retailing,1.276294503,0.683857398,0.039130435
BL95N58,CANADA,DMSC,TRANSALTA RENEWABLES INC,Utilities,1.278191193,-0.308737559,0
BD718Q8,FINLAND,DMSC,PONSSE,Capital Goods,1.278480733,-0.473827093,0.010156971
B1HDN54,JAPAN,DMSC,COLOPL,Software & Services,1.278887267,0.373676176,0.003333333
5469554,JAPAN,DMSC,ITOCHU TECHNO-SOLUTIONS,Software & Services,1.279565388,0.50534229,0.040736479
7129577,USA,DMSC,FIRST INTERSTATE BANC A,Banks,1.279679851,-0.542394415,0
BNJZRJ4,KOREA,EMSC,WONIK HOLDINGS CO,Semiconductors & Semiconductor Equipment,1.279807722,0.084746989,0.00456621
BYSXJH8,JAPAN,DMSC,MITSUBISHI LOGISTICS,Transportation,1.279881773,0.060173135,0.02764977
B0TYPS5,CHINA,EM,ALIBABA PICTURES GROUP,Media,1.280150282,3.938795547,-0.093023256
B17H0S8,AUSTRIA,DMSC,KAPSCH TRAFFICCOM,Technology Hardware & Equipment,1.280314655,0.333931878,-0.037449118
B17H3F6,AUSTRALIA,DMSC,WHITEHAVEN COAL,Energy,1.280611785,-0.047374484,-0.031448645
BMQX2M2,PAKISTAN,EM,MCB BANK,Banks,1.283387714,-0.615833703,0.032051282
B1WT1L9,ITALY,DMSC,SALINI IMPREGILO,Capital Goods,1.284054139,0.17643705,0.003987594
B1CC9H0,THAILAND,EMSC,CHULARAT HOSPITAL,Health Care Equipment & Services,1.284558261,-0.038376208,0.01867065
BYMB5L4,HONG KONG,DMSC,VST HOLDINGS,Technology Hardware & Equipment,1.286626832,-0.150844577,-0.01119403
BSQXJ01,JAPAN,DMSC,DAIO PAPER CORP,Materials,1.286910636,0.184039768,-0.00061237
BWXTN97,JAPAN,DMSC,NIPPON SHARYO,Capital Goods,1.289286786,0.583128911,0.086723769
4902384,HONG KONG,DM,KERRY PROPERTIES,Real Estate,1.28963928,0.058539645,-0.003412969
BMJJGR0,USA,DMSC,SHAKE SHACK A,Consumer Services,1.289766877,1.428997521,0.033834586
7150180,KOREA,EMSC,KUMHO INDUSTRIAL CO,Capital Goods,1.291685375,1.111701061,0.042145594
BZ006R3,USA,DMSC,ENTERCOM COMMU CORP,Media,1.291833265,0.613282914,0.055194805
BXVMBK2,JAPAN,DMSC,ICHIGO,Real Estate,1.29215103,-0.075646161,0.008054523
B156XW2,JAPAN,DMSC,ITOHAM YONEKYU HOLDINGS,Food Beverage & Tobacco,1.293298166,0.022735297,0.004519774
BP8YH74,THAILAND,EM,BANGKOK EXPRESSWAY & MET,Transportation,1.293611289,0.706470659,0.006849315
B88Z154,KOREA,EMSC,MAEIL DAIRY INDUSTRY,Food Beverage & Tobacco,1.294650097,0.95430234,0.006451613
B23DMQ9,TAIWAN,EMSC,IRON FORCE INDUSTRIAL,Automobiles & Components,1.294873556,4.048565131,0.00913242
B10SSL7,THAILAND,EMSC,CALCOMP ELECTRS THAILAND,Technology Hardware & Equipment,1.294967519,0.450720025,0
B6VG8G0,JAPAN,DMSC,KNT-CT HOLDINGS CO,Consumer Services,1.296244417,-0.360164834,-0.008547009
6207076,INDIA,EMSC,INOX LEISURE,Media,1.296339346,0.10104277,0
B7WJ188,CHINA,EMSC,PARKSON RETAIL GROUP(CN),Retailing,1.296721142,-0.34401914,-0.013157895
B521L46,CHINA,EMSC,HILONG HOLDING (CN),Energy,1.297158863,-0.126996095,0
B18TLR9,CHINA,EMSC,CHINA HARMONY NEW ENERGY,Retailing,1.297453748,-0.058108951,0.00877193
B1HL3P8,KOREA,EMSC,HANSAE CO,Consumer Durables & Apparel,1.298336424,0.644734812,0.003225806
B192HG8,UNITED KINGDOM,DMSC,RANK GROUP,Consumer Services,1.298672199,0.469853184,0.018808777
B10SYQ4,MEXICO,EM,OHL MEXICO,Transportation,1.299917081,0.363248732,0.008902077
6193926,ITALY,DMSC,FALCK RENEWABLES,Utilities,1.300455009,-0.560648124,-0.013793103
B0WCDT3,BELGIUM,DMSC,VAN DE VELDE,Consumer Durables & Apparel,1.301008601,-0.380773485,0
B6SWYL8,AUSTRALIA,DMSC,REGIS HEALTHCARE,Health Care Equipment & Services,1.301300165,0.438821844,-0.004901961
6216760,CHINA,EM,GUANGDONG INVESTMENT,Utilities,1.301622382,0.270218877,0
6286064,CHINA,EMSC,CHINA ANIMATION CHARACT,Retailing,1.303677836,-0.468548339,-0.018867925
B8GM577,GERMANY,DM,SPRINGER (AXEL),Media,1.309187016,0.788638339,0
B1L0H71,CZECH REPUBLIC,EM,KOMERCNI BANKA,Banks,1.309916927,-0.185467812,0
B2927P4,INDIA,EMSC,JAMMU & KASHMIR BANK,Banks,1.310620518,-0.687799839,-0.005063291
B17NZ47,INDIA,EM,ADANI PORTS AND SEZ,Transportation,1.312120098,0.360533673,0.014354067
B11HJT8,EGYPT,EMSC,PIONEERS HOLDING,Diversified Financials,1.313073601,-0.273260316,0.01459854
BYYFHZ2,JAPAN,DMSC,NOJIMA CORP,Retailing,1.313481996,0.142412504,-0.004950495
BZ027D2,UNITED ARAB EMIRATES,EM,ALDAR PROPERTIES,Real Estate,1.313533502,5.168627667,0.014285714
6320058,KOREA,EMSC,E1 CORP,Energy,1.314444335,-0.438584229,0
B1QNF48,INDIA,EM,LUPIN,"Pharmaceuticals, Biotechnology & Life Sciences",1.314560589,-0.600153507,0
BPYD720,AUSTRALIA,DMSC,RCG CORP,Retailing,1.314758061,-0.317366373,-0.026785714
BZ1HN94,CHINA,EMSC,LIFETECH SCIENTIFIC CORP,Health Care Equipment & Services,1.314943598,1.147241867,0.016393443
BT9Q186,KOREA,EM,HANSSEM CO,Consumer Durables & Apparel,1.317126846,0.121589214,0.003875969
B12RQH4,USA,DMSC,MORNINGSTAR,Diversified Financials,1.317917376,0.336857608,0.004545455
B296MJ5,ITALY,DMSC,DIASORIN,Health Care Equipment & Services,1.318610246,0.060328242,0
B04KJ97,AUSTRALIA,DMSC,VILLAGE ROADSHOW,Media,1.319064155,-0.187643482,0.008928571
BYV9SY3,KOREA,EMSC,KISCO,Materials,1.31959157,-0.340792594,0
B5143W8,CANADA,DMSC,AIMIA,Media,1.319775698,0.908888624,0.006514658
B87GTZ4,KOREA,EMSC,DONGKUK STRUC & CONSTRU,Capital Goods,1.320517117,0.67992244,-0.036199095
B4LR5Q8,BRAZIL,EMSC,SAO MARTINHO ON,Food Beverage & Tobacco,1.321784097,0.198716594,0.008287293
B0D6P43,THAILAND,EMSC,KIATNAKIN BANK,Banks,1.322972714,0.146215213,0
B01CK59,JAPAN,DMSC,NISSHIN STEEL CO,Materials,1.325121752,0.091218707,0
BF13K68,ITALY,DM,UNIPOLSAI ASSICUR. ORD,Insurance,1.325387616,0.03098869,-0.065789474
BCF51C2,USA,DM,UNDER ARMOUR C,Consumer Durables & Apparel,1.326503962,0.190444174,0
6663827,KOREA,EMSC,KYUNG DONG NAVIEN CO,Capital Goods,1.327342167,-0.379456534,0
B23WXW9,JAPAN,DMSC,TOHO TITANIUM CO,Materials,1.32819801,-0.477004069,0.003831418
6091202,USA,DMSC,FBL FINANCIAL GROUP A,Insurance,1.329470407,-0.44965035,0.003703704
BD3CFT7,CHINA,EMSC,O NET TECHNOLOGIES GROUP,Technology Hardware & Equipment,1.329656769,0.190724445,0.003623188
B7ZZSF9,THAILAND,EM,DELTA ELECTRONICS THAI,Technology Hardware & Equipment,1.330870874,-0.324178568,-0.027322404
B1G16Z0,NORWAY,DMSC,FRONTLINE,Energy,1.332744336,1.075412545,0.024509804
B61ZCY3,JAPAN,DMSC,JSP CORP,Materials,1.333177141,-0.31213176,-0.023255814
6205133,CHINA,EMSC,XUNLEI ADR,Software & Services,1.335526316,-0.611901567,0
B657MH8,JAPAN,DMSC,NS UNITED KAIUN KAISHA,Transportation,1.335602021,-0.426627841,0
BYSPN38,JAPAN,DMSC,MITSUI HOME CO,Consumer Durables & Apparel,1.335662722,0.027337484,0.009345794
6599825,FRANCE,DMSC,ID LOGISTICS GROUP,Transportation,1.336566941,0.740931945,0.009433962
6609478,USA,DMSC,ONEMAIN HOLDINGS,Diversified Financials,1.336715601,0.278670326,-0.007843137
BCZSZV8,USA,DMSC,ATKORE INTERNATIONAL,Capital Goods,1.33740389,-0.030096496,0.007352941
BCDYJ72,NORWAY,DMSC,HEXAGON COMPOSITES,Capital Goods,1.338895277,-0.193365802,0.015228426
B0HZGR6,INDIA,EMSC,APOLLO TYRES,Automobiles & Components,1.340398828,0.660318032,0.013071895
6915120,SPAIN,DM,BANKIA,Banks,1.341529539,1.544975092,0
6927374,INDIA,EM,CIPLA,"Pharmaceuticals, Biotechnology & Life Sciences",1.34160398,-0.076210575,-0.002314815
6972385,INDONESIA,EM,BANK NEGARA INDONESIA,Banks,1.341878118,0.074439331,-0.002617801
B17KMY7,CHINA,EMSC,LONKING HOLDINGS,Capital Goods,1.342139301,0.008792406,-0.007915567
6671518,KOREA,EM,S-OIL CORP,Energy,1.342733801,0.128871143,-0.007692308
B19ZPQ3,NETHERLANDS,DM,HEINEKEN NV,Food Beverage & Tobacco,1.344075245,-0.142168364,0
2444123,FRANCE,DMSC,COMPAGNIE DES ALPES,Consumer Services,1.344650934,0.09086011,-0.004975124
2341848,SWITZERLAND,DMSC,SULZER,Capital Goods,1.344948344,0.012374802,-0.003936147
BKWBZZ0,USA,DMSC,SMART & FINAL STORES,Food & Staples Retailing,1.34496124,-0.220011016,0.006592889
2889768,INDIA,EMSC,IIFL HOLDINGS,Diversified Financials,1.346064418,0.194600423,-0.008244423
BZ0XXJ3,JAPAN,DMSC,MATSUYA FOODS CO,Consumer Services,1.346101687,-0.389985349,0.005899705
2037170,NORWAY,DMSC,SELVAAG BOLIG,Real Estate,1.346268843,0.162257154,0.003676471
BKQVBN6,INDIA,EMSC,INDIABULLS REAL ESTATE,Real Estate,1.346506386,-0.178955595,-0.022727273
BQZJBY4,USA,DMSC,BOX A,Software & Services,1.346928039,0.264821902,-0.001589825
2268130,CHINA,EMSC,CHINA ELECTRS CORP HLDGS,Semiconductors & Semiconductor Equipment,1.347508587,-0.210505919,0.000691563
2001119,NORWAY,DM,SCHIBSTED B,Media,1.347656828,-0.174231922,0.012753623
2002918,CHINA,EMSC,CHINA SUNTIEN GREEN H,Energy,1.348659591,0.171147322,0.011354196
2011550,INDIA,EMSC,RELIANCE INFRASTRUCTURE,Utilities,1.34911154,-0.220007876,-0.027135678
2004185,TAIWAN,EMSC,GINKO INTERNATIONAL,Health Care Equipment & Services,1.349128792,-0.266207062,-0.008270677
2003698,JAPAN,DMSC,DAIKOKUTENBUSSAN CO,Food & Staples Retailing,1.349736716,-0.16287626,-0.016389923
2024901,KOREA,EMSC,KOREA KOLMAR HOLDINGS CO,Household & Personal Products,1.350182819,-0.406124792,0.015813075
BYXPCC5,ITALY,DMSC,INDUSTRIA MACCHINE AUTOM,Capital Goods,1.350638495,-0.327408663,0.013574661
B65VZ37,FINLAND,DMSC,STOCKMANN B,Retailing,1.351471383,-0.276675684,0.000726216
